id,codigo,codigo_alterno,marca,aplicacion,linea,familia,aux1,aux2,aux3,stock,precio,precio_iva,precio_22,precio_24,precio_almacen,ganancia1,precio_taller,ganancia2,date_created,date_updated
927,LDC - 03,,Valeo,Lada Samara,Plato,Embragues,,,,0,31.3005,35.06,24.41,27.34,35.76,8.58,37.86,11.36,5/1/23,
928,LDC - 01,,Valeo,"Lada Samara, Sail 1.4 OLD",Plato,Embragues,190mm,,,0,35.3535,39.60,27.58,30.88,40.39,9.69,42.76,12.83,5/1/23,
929,MM - 02,,Valeo,Mahindra Scorpio,Discos,Embragues,,,,0,66.48,74.46,51.85,58.08,75.95,18.23,80.41,24.12,5/1/23,
930,MMC - 01,,Valeo,Mahindra Scorpio,Plato,Embragues,,,,0,76.49,85.67,59.66,66.82,87.38,20.97,92.52,27.76,5/1/23,
931,MZC - 37,,Valeo,Mazda,Plato,Embragues,,,,0,94.28,105.59,73.54,82.36,107.71,25.85,114.04,34.21,5/1/23,
932,KD - 05,,Valeo,Mazda / Kia / Festiva / Pride,Discos,Embragues,"180mm, 18d",,,0,20.15,22.57,15.72,17.60,23.02,5.52,24.37,7.31,5/1/23,
933,MZ - 53,,Valeo,Mazda 2 1.5 08<,Discos,Embragues,"190mm, 20d",,,0,30.72,34.41,23.96,26.84,35.09,8.42,37.16,11.15,5/1/23,
934,MZK - 100B,,Valeo,Mazda 2 1.5 08<,Kit ,Embragues,"200mm, 20d",,,0,82.23,92.10,64.14,71.84,93.94,22.55,99.47,29.84,5/1/23,
935,MZC - 51,,Valeo,Mazda 2 1.5 08<,Plato,Embragues,200mm,,,0,41.02,45.94,32.00,35.84,46.86,11.25,49.62,14.89,5/1/23,
936,MZK - 086B,,Valeo,Mazda 3 1.600,Kit ,Embragues,"200mm, 20d",,,0,128.47,143.89,100.21,112.23,146.76,35.22,155.40,46.62,5/1/23,
937,MZ - 42,,Valeo,Mazda 3 5 2003 2007 (225x150x22),Discos,Embragues,"225mm, 22d",,,0,57.3,64.18,44.69,50.06,65.46,15.71,69.31,20.79,5/1/23,
938,MZ - 21,,Valeo,"Mazda 323 , 1.5",Discos,Embragues,"190mm, 20d",,,0,23.02,25.78,17.96,20.11,26.30,6.31,27.84,8.35,5/1/23,
939,MZC - 18,,Valeo,"Mazda 323 , 1500",Plato,Embragues,190mm,,,0,29.3,32.82,22.85,25.60,33.47,8.03,35.44,10.63,5/1/23,
940,MZC - 41,,Valeo,Mazda 3-5 04-07 225mm 2.0,Plato,Embragues,225mm,,,0,88.26,98.85,68.84,77.10,100.83,24.20,106.76,32.03,5/1/23,
941,MZ - 41,,Valeo,Mazda 626,Discos,Embragues,"215mm, 22d",,,0,42.819,47.96,33.40,37.41,48.92,11.74,51.79,15.54,5/1/23,
942,MZC - 25,,Valeo,"Mazda Allegro 1300,1600",Plato,Embragues,200mm,,,0,28.92,32.39,22.56,25.26,33.04,7.93,34.98,10.49,5/1/23,
943,MZ - 36,,Valeo,Mazda B/2.6 Inyeccion,Discos,Embragues,,,,0,60.32,67.56,47.05,52.70,68.91,16.54,72.96,21.89,5/1/23,
944,MZ - 11,,Valeo,Mazda B1600,Discos,Embragues,"200mm, 22d",,,0,28.96,32.44,22.59,25.30,33.08,7.94,35.03,10.51,5/1/23,
945,MZ - 28,,Valeo,Mazda B2600 Inyeccion,Discos,Embragues,"250mm, 23d",,,0,46.62,52.21,36.36,40.73,53.26,12.78,56.39,16.92,5/1/23,
946,MZK - 080B,,Valeo,Mazda BT-50,Kit ,Embragues,,,,0,97.77,109.50,76.26,85.41,111.69,26.81,118.26,35.48,5/1/23,
947,MZ - 38,,Valeo,Mazda BT-50 2.6 B2600 G6,Discos,Embragues,"240mm, 23d",,,0,51.79,58.00,40.40,45.24,59.16,14.20,62.65,18.79,5/1/23,
948,MZK - 038B,,Valeo,Mazda BT-50 2.6 B2600 G6,Kit ,Embragues,"240mm, 23d",,,0,126.3,141.46,98.51,110.34,144.29,34.63,152.77,45.83,5/1/23,
949,MZC - 17,,Valeo,Mazda Camioneta B1600,Plato,Embragues,,,,0,37.59,42.10,29.32,32.84,42.94,10.31,45.47,13.64,5/1/23,
950,MZ - 03,,Valeo,Mazda Camioneta B1800,Discos,Embragues,,,,0,28.82,32.28,22.48,25.18,32.92,7.90,34.86,10.46,5/1/23,
951,KIC - 01,,Valeo,Mazda Camioneta B1800,Plato,Embragues,215mm,,,0,39.34,44.06,30.69,34.37,44.94,10.79,47.59,14.28,5/1/23,
952,MZC - 26,,Valeo,Mazda Camioneta B2600  Inyección,Plato,Embragues,250mm,,,0,63.68,71.32,49.67,55.63,72.75,17.46,77.03,23.11,5/1/23,
953,KMZ - 21B,,Valeo,Mazda E5 NX 1.5/ Mazda 323,Kit ,Embragues,"190mm, 20d",,,0,56.43,63.20,44.02,49.30,64.47,15.47,68.26,20.48,5/1/23,
954,MZ - 30,,Valeo,Mazda T45 SL Reforzado,Discos,Embragues,"275mm, 12d",,,0,42.336,47.42,33.02,36.98,48.36,11.61,51.21,15.36,5/1/23,
955,KIC - 02,,Valeo,Mazda/ Kia Pride/ Ford Festiva,Plato,Embragues,180mm,,,0,17.1885,19.25,13.41,15.02,19.64,4.71,20.79,6.24,5/1/23,
956,MB - 08,,Valeo,"Mitsubishi 4D30 , 4D31  10 1/2""",Discos,Embragues,,,,0,55.81,62.51,43.53,48.76,63.76,15.30,67.51,20.25,5/1/23,
957,MB - 06,,Valeo,"Mitsubishi 4D30 10 1/2""",Discos,Embragues,,,,0,31.9725,35.81,24.94,27.93,36.53,8.77,38.67,11.60,5/1/23,
958,MBK - 064,,Valeo,"Mitsubishi 4D31, 11"" (Sin Rluminan)",Kit ,Embragues,,,,0,97.43,109.12,76.00,85.11,111.30,26.71,117.85,35.36,5/1/23,
959,MB - 20,,Valeo,"Mitsubishi Canter 4D31-T, 4D32, 4D33, 4D34/Hyund HD-65",Discos,Embragues,"275mm, 14d",,,0,57.91,64.86,45.17,50.59,66.16,15.88,70.05,21.01,5/1/23,
960,HD - 43,,Valeo,"Mitsubishi Canter 4D31-T, 4D32, 4D33, 4D34/Hyund HD-65",Discos,Embragues,"275mm, 14d",,,0,68.313,76.51,53.28,59.68,78.04,18.73,82.63,24.79,5/1/23,
961,KMB - 20B,,Valeo,Mitsubishi Canter 4D31T/Hyundai HD-65,Kit ,Embragues,"275mm, 14d",,,0,160.46,179.72,125.16,140.18,183.31,43.99,194.09,58.23,5/1/23,
962,MTC - 14,,Valeo,Mitsubishi Canter 4D31T/Hyundai HD-65,Plato,Embragues,,,,0,61.95,69.38,48.32,54.12,70.77,16.99,74.93,22.48,5/1/23,
963,HDK - 230B,,Valeo,Mitsubishi Canter 4D31T/Hyundai HD-65/HD55,Kit ,Embragues,"275mm, 14d",,,0,197.89,221.64,154.35,172.88,226.07,54.26,239.37,71.81,5/1/23,
964,MBK - 163B,,Valeo,Mitsubishi Canter 4D34T 4D35 Hyundai County HD72/78,Kit ,Embragues,"300mm, 14d",,,0,192.29,215.36,149.99,167.98,219.67,52.72,232.59,69.78,5/1/23,
965,HDK - 186B,,Valeo,Mitsubishi Canter 4D34T 4D35 Hyundai County HD72/78 (D-Ref),Kit ,Embragues,"300mm, 14d",,,0,224.57,251.52,175.16,196.18,256.55,61.57,271.64,81.49,5/1/23,
966,MTC - 42,,Valeo,Mitsubishi Eclipse Galant Expo 90,Plato,Embragues,,,,0,58.947,66.02,45.98,51.50,67.34,16.16,71.30,21.39,5/1/23,
967,KMB - 10B,,Valeo,"Mitsubishi L200 , L300 / G63B Great Wall H3 215mm",Kit ,Embragues,"215mm, 23d",,,0,83.38,93.39,65.04,72.84,95.25,22.86,100.86,30.26,5/1/23,
968,MBK - 153B,,Valeo,Mitsubishi L200 Sportero Diesel,Kit ,Embragues,"250mm, 23d",,,0,175.63,196.71,136.99,153.43,200.64,48.15,212.44,63.73,5/1/23,
969,MBK - 164B,,Valeo,Mitsubishi L200 Sportero Diesel,Kit ,Embragues,,,,0,174.38,195.31,136.02,152.34,199.21,47.81,210.93,63.28,5/1/23,
970,MB - 21,,Valeo,Mitsubishi Lancer G62BT/G63BT 83/,Discos,Embragues,"225mm, 23d",,,0,30.85,34.55,24.06,26.95,35.24,8.46,37.32,11.19,5/1/23,
971,KMB - 15B,,Valeo,Mitsubishi Montero 2.6/ Great Wall H3-H5 2.2-2.4,Kit ,Embragues,"215mm, 23d",,,0,90.16,100.98,70.32,78.76,103.00,24.72,109.06,32.72,5/1/23,
972,MTC - 06,,Valeo,Mitsubishi Montero 2.6/4G54,Plato,Embragues,,,,0,34.8075,38.98,27.15,30.41,39.76,9.54,42.10,12.63,5/1/23,
973,MTC - 34,,Valeo,Mitsubishi Montero 2.6/4G54,Plato,Embragues,225mm,,,0,43.16,48.34,33.66,37.70,49.31,11.83,52.21,15.66,5/1/23,
974,MTC - 32,,Valeo,Mitsubishi Montero 3.0,Plato,Embragues,240mm,,,0,41.4015,46.37,32.29,36.17,47.30,11.35,50.08,15.02,5/1/23,
975,MB - 31,,Valeo,Mitsubishi Montero 3000,Discos,Embragues,"240mm, 14d",,,0,39.8,44.58,31.04,34.77,45.47,10.91,48.14,14.44,5/1/23,
976,MB - 10,,Valeo,Mitsubishi Pick Up L200 4X2,Discos,Embragues,"215mm, 23d",,,0,25.2,28.22,19.66,22.01,28.79,6.91,30.48,9.14,5/1/23,
977,MTC - 11,,Valeo,Mitsubishi Pick Up L200 4X2,Plato,Embragues,,,,0,40.6875,45.57,31.74,35.54,46.48,11.16,49.22,14.76,5/1/23,
978,MTC - 65,,Valeo,Mitsubishi Sportero Diesel 07 - L200,Plato,Embragues,250mm,,,0,60.312,67.55,47.04,52.69,68.90,16.54,72.95,21.89,5/1/23,
979,MBK - 173B,,Valeo,Mitsubishi Triton  3.2L 4M41T KB8T 07,Kit ,Embragues,"275mm, 23d",,,0,159.894,179.08,124.72,139.68,182.66,43.84,193.41,58.02,5/1/23,
980,NSK - 33B,,Valeo,Nissan  Almera QG16 1.6L 08-11,Kit ,Embragues,"215mm, 18d",,,0,106.58,119.37,83.13,93.11,121.76,29.22,128.92,38.68,5/1/23,
981,NSC - 14,,Valeo,"Nissan 1800 (L18); 2000 (H20), Junior L18 ; H20",Plato,Embragues,,,,0,75.81,84.91,59.13,66.23,86.61,20.79,91.70,27.51,5/1/23,
982,SSC - 04,,Valeo,Nissan Almera 1.6 08/11,Plato,Embragues,215mm,,,0,47.418,53.11,36.99,41.42,54.17,13.00,57.36,17.21,5/1/23,
983,NSC - 20,,Valeo,Nissan B15,Plato,Embragues,,,,0,35.4375,39.69,27.64,30.96,40.48,9.72,42.87,12.86,5/1/23,
984,NS - 02,,Valeo,Nissan Datsun 1.5  (AltoBajo),Discos,Embragues,,,,0,21.08,23.61,16.44,18.42,24.08,5.78,25.50,7.65,5/1/23,
985,NSC - 11,,Valeo,Nissan Datsun 1.5 (Bajo),Plato,Embragues,200mm,,,0,34.67,38.83,27.04,30.29,39.61,9.51,41.94,12.58,5/1/23,
986,NSC - 13,,Valeo,Nissan Datsun 1200,Plato,Embragues,,,,0,33.88,37.95,26.43,29.60,38.70,9.29,40.98,12.29,5/1/23,
987,NSC - 18,,Valeo,Nissan Datsun 1200 / A12/13/14,Plato,Embragues,,,,0,30.83,34.53,24.05,26.93,35.22,8.45,37.29,11.19,5/1/23,
988,NS - 30,,Valeo,Nissan Datsun Pick Up 1200Cc,Discos,Embragues,,,,0,19.0575,21.34,14.86,16.65,21.77,5.23,23.05,6.92,5/1/23,
989,NS - 10,,Valeo,"Nissan ED33 , Pathfinder 2.4L, Patrol",Discos,Embragues,"240mm, 24d",,,0,34.2,38.30,26.68,29.88,39.07,9.38,41.37,12.41,5/1/23,
990,KNS - 10B,,Valeo,Nissan Frontier 2.4 /Pathfinder 2.4/Urvan 2.4 Gas.,Kit ,Embragues,"240mm, 24d",,,0,101.15,113.29,78.90,88.36,115.55,27.73,122.35,36.71,5/1/23,
991,NSC - 03,,Valeo,Nissan Junior,Plato,Embragues,,,,0,48.99,54.87,38.21,42.80,55.97,13.43,59.26,17.78,5/1/23,
992,NSK - 212B,,Valeo,Nissan Navara 2.5 /Pathfind 2.4/Frontier 2.5 (Die.),Kit ,Embragues,"250mm, 24d",,,0,154.06,172.55,120.17,134.59,176.00,42.24,186.35,55.91,5/1/23,
993,NSK - 214B,,Valeo,Nissan Navara 2.5 /Pathfind 2.4/Frontier 2.5 (Die.),Kit ,Embragues,"250mm, 24d",,,0,174.21,195.12,135.88,152.19,199.02,47.76,210.72,63.22,5/1/23,
994,NSC - 53,,Valeo,Nissan Navara TD3000/Qd3,Plato,Embragues,250mm,,,0,77.154,86.41,60.18,67.40,88.14,21.15,93.33,28.00,5/1/23,
995,NS - 32,,Valeo,Nissan Pathfinder 3000,Discos,Embragues,"250mm, 24d",,,0,48.59,54.42,37.90,42.45,55.51,13.32,58.77,17.63,5/1/23,
996,NSK - 031,,Valeo,Nissan Pathfinder VG30/VG33 87-95-2005,Kit ,Embragues,"250mm, 24d",,,0,113.6415,127.28,88.64,99.28,129.82,31.16,137.46,41.24,5/1/23,
997,NS - 06,,Valeo,"Nissan PE6T 16""",Discos,Embragues,,,,0,91.287,102.24,71.20,79.75,104.29,25.03,110.42,33.13,5/1/23,
998,NSC - 26,,Valeo,"Nissan PE6T 16""",Plato,Embragues,,,,0,213.549,239.17,166.57,186.56,243.96,58.55,258.31,77.49,5/1/23,
999,NSK - 032B,,Valeo,"Nissan Sentra 1.8 , B15 / Almera 1.8-2.0",Kit ,Embragues,"215mm, 18d",,,0,101.55,113.74,79.21,88.71,116.01,27.84,122.83,36.85,5/1/23,
1000,NS - 31,,Valeo,Nissan Sentra B/15,Discos,Embragues,"215mm, 18d",,,0,33.08,37.05,25.80,28.90,37.79,9.07,40.01,12.00,5/1/23,
1001,NS - 33,,Valeo,Nissan Sentra B/15 (Reforzado),Discos,Embragues,"215mm, 18d",,,0,34.5345,38.68,26.94,30.17,39.45,9.47,41.77,12.53,5/1/23,
1002,NS - 71,,Valeo,Nissan Sentra SR20 2.0,Discos,Embragues,"225mm, 21d",,,0,53.96,60.44,42.09,47.14,61.64,14.79,65.27,19.58,5/1/23,
1003,NS - 29,,Valeo,Nissan Sentra/Saloon B13-B14 1.5-1.6 86-00,Discos,Embragues,"190mm, 18d",,,0,25.9,29.01,20.20,22.63,29.59,7.10,31.33,9.40,5/1/23,
1004,KNS - 29B,,Valeo,Nissan Sentra/Saloon B13-B14 1.5-1.6 86-00,Kit ,Embragues,"190mm, 18d",,,0,69.08,77.37,53.88,60.35,78.92,18.94,83.56,25.07,5/1/23,
1005,NSC - 16,,Valeo,Nissan Sentra/Saloon B13-B14 1.5-1.6 86-00,Plato,Embragues,190mm,,,0,32.99,36.95,25.73,28.82,37.69,9.05,39.90,11.97,5/1/23,
1006,NSK - 218B,,Valeo,Nissan Sport SE 2.0/ Tiida 1.8/ Qashqai 2.0,Kit ,Embragues,"225mm, 21d",,,0,213.08,238.65,166.20,186.15,243.42,58.42,257.74,77.32,5/1/23,
1007,NSK - 031B,,Valeo,Nissan Sport SE 2.0/ Tiida 1.8/ Qashqai 2.0,Set ,Embragues,"225mm, 21d",,,0,128.86,144.32,100.51,112.57,147.21,35.33,155.87,46.76,5/1/23,
1008,832018,,Valeo,Nissan Sport SE 2.0/ Tiida 1.8/ Qashqai 2.0,Set ,Embragues,"225mm, 21d",,,0,106.75,119.56,83.27,93.26,121.95,29.27,129.12,38.74,5/1/23,
1009,NSK - 213B,,Valeo,Nissan Tiida  1.4 / 1.6,Kit ,Embragues,,,,0,148.31,166.11,115.68,129.56,169.43,40.66,179.40,53.82,5/1/23,
1010,NS - 96,,Valeo,Nissan Tiida 1.6 (215),Discos,Embragues,"200mm, 26d",,,0,49.32,55.24,38.47,43.09,56.34,13.52,59.66,17.90,5/1/23,
1011,NSC - 60,,Valeo,Nissan Tiida 1.6 HR-16 DE,Plato,Embragues,215mm,,,0,59.74,66.91,46.60,52.19,68.25,16.38,72.26,21.68,5/1/23,
1012,NSK - 223B,,Valeo,Nissan Tiida 1.6/ Qashqai 1.6,Kit ,Embragues,"215mm, 26d",,,0,161.56,180.95,126.02,141.14,184.57,44.30,195.42,58.63,5/1/23,
1013,826818,,Valeo,Nissan Tiida 1.6/ Qashqai 1.6,Set ,Embragues,"200mm, 26d",,,0,99.86,111.84,77.89,87.24,114.08,27.38,120.79,36.24,5/1/23,
1014,NS - 68,,Valeo,Nissan Tiida HR-16 DE (200),Discos,Embragues,"200mm, 26d",,,0,52.98,59.34,41.32,46.28,60.52,14.53,64.08,19.23,5/1/23,
1015,NS - 78,,Valeo,Nissan X-Trail 2.5 L 4X4 QR25DE,Discos,Embragues,,,,0,67.4,75.49,52.57,58.88,77.00,18.48,81.53,24.46,5/1/23,
1016,NSK - 172B,,Valeo,Nissan X-Trail 2.5 L 4X4 QR25DE,Kit ,Embragues,"240mm, 24d",,,0,312.71,350.24,243.91,273.18,357.24,85.74,378.25,113.48,5/1/23,
1017,NSK - 198B,,Valeo,Nissan X-Trail 2.5 L 4X4 QR25DE,Kit ,Embragues,"240mm, 24d",,,0,149.41,167.34,116.54,130.52,170.69,40.96,180.73,54.22,5/1/23,
1018,NSC - 73,,Valeo,Nissan X-Trail 2.5 L 4X4 QR25DE,Plato,Embragues,,,,0,66.04,73.96,51.51,57.69,75.44,18.11,79.88,23.96,5/1/23,
1019,NSK - 198B-MRK,,Valeo,Nissan X-Trail 2.5 L 4X4 QR25DE (R-MRK),Kit ,Embragues,,,,0,154.89,173.48,120.81,135.31,176.95,42.47,187.35,56.21,5/1/23,
1020,NSK - 198B-NTN,,Valeo,Nissan X-Trail 2.5 L 4X4 QR25DE (R-NTN),Kit ,Embragues,,,,0,157.84,176.78,123.12,137.89,180.32,43.28,190.92,57.28,5/1/23,
1021,NS - 74,,Valeo,Nissan XTrail YD22,Discos,Embragues,,,,0,148.9845,166.86,116.21,130.15,170.20,40.85,180.21,54.06,5/1/23,
1022,NSC - 15,,Valeo,Nissan Z20/Z24/KA24/L28E,Plato,Embragues,,,,0,65.44,73.29,51.04,57.17,74.76,17.94,79.16,23.75,5/1/23,
1023,ISK - 042,,Valeo,"Parcial  Isuzu NHR , Dmax 3.0",Set ,Embragues,,,,0,100.67,112.75,78.52,87.95,115.01,27.60,121.77,36.53,5/1/23,
1024,PGK - 007B,,Valeo,"Peugeot 206, 306, 1.4",Kit ,Embragues,"180mm, 18d",,,0,90.53,101.39,70.61,79.09,103.42,24.82,109.51,32.85,5/1/23,
1025,NSK - 196B,,Valeo,Renault /Dac Logan-Sandero K9K 1.4 Diesel,Kit ,Embragues,"215mm, 26d",,,0,116.57,130.56,90.92,101.84,133.17,31.96,141.00,42.30,5/1/23,
1026,NS - 98,,Valeo,Renault Clio II / Logan 1.6 / Sandero/Stepw,Discos,Embragues,"200mm, 26d",,,0,40.64,45.52,31.70,35.50,46.43,11.14,49.16,14.75,5/1/23,
1027,NSC - 125,,Valeo,Renault Duster 2.0L 110 4x2 4x4,Set ,Embragues,"225mm, 21d",,,0,46.47,52.05,36.25,40.60,53.09,12.74,56.21,16.86,5/1/23,
1028,NSK - 230B,,Valeo,"Renault Logan 1.4/ Ren. Twingo Clio I, R9-R19",Kit ,Embragues,"180mm, 24d",,,0,79.32,88.84,61.87,69.29,90.62,21.75,95.95,28.78,5/1/23,
1029,NSK - 216B,,Valeo,"Renault Logan 1.6, Sandero,Clio II,Symbol, Kangoo",Kit ,Embragues,"200mm, 26d",,,0,89.79,100.56,70.04,78.44,102.58,24.62,108.61,32.58,5/1/23,
1030,NSK - 215B,,Valeo,"Renault Twingo ,Clio I , R9 , R19./ Ren. Logan 1.4",Kit ,Embragues,"180mm, 26d",,,0,81.47,91.25,63.55,71.17,93.07,22.34,98.55,29.56,5/1/23,
1031,SY - 18,,Valeo,Sangyong Rexton/Korando,Discos,Embragues,,,,0,49.4655,55.40,38.58,43.21,56.51,13.56,59.83,17.95,5/1/23,
1032,MTC - 64,,Valeo,Shanga/Rongguang/Wuling,Plato,Embragues,190mm,,,0,50.77,56.86,39.60,44.35,58.00,13.92,61.41,18.42,5/1/23,
1033,SKK - 004B,,Valeo,Skoda Fabia  1.4 -04,Kit ,Embragues,"190mm, 18d",,,0,109.5,122.64,85.41,95.66,125.09,30.02,132.45,39.74,5/1/23,
1034,SK - 03,,Valeo,Skoda Fabia 1.4,Discos,Embragues,,,,0,43.65,48.89,34.05,38.13,49.87,11.97,52.80,15.84,5/1/23,
1035,SKK - 001B,,Valeo,"Skoda Felicia 1,3/1,6",Kit ,Embragues,"190mm, 18d",,,0,98.62,110.45,76.92,86.15,112.66,27.04,119.29,35.79,5/1/23,
1036,SKC - 01,,Valeo,"Skoda Felicia 1,3/1,6",Plato,Embragues,190mm,,,0,41.2545,46.21,32.18,36.04,47.13,11.31,49.90,14.97,5/1/23,
1037,SK - 01,,Valeo,Skoda Felicia 1.3/1.6,Discos,Embragues,"190mm, 18d",,,0,28.86,32.32,22.51,25.21,32.97,7.91,34.91,10.47,5/1/23,
1038,SYK - 031B,,Valeo,Ssangyong Action Kyron (Diesel),Kit ,Embragues,"240mm, 25d",,,0,287.02,321.46,223.88,250.74,327.89,78.69,347.18,104.15,5/1/23,
1039,SY - 30,,Valeo,Ssangyong Tivoli,Discos,Embragues,,,,0,74.86,83.84,58.39,65.40,85.52,20.52,90.55,27.17,5/1/23,
1040,SYC - 30,,Valeo,Ssangyong Tivoli,Plato,Embragues,,,,0,54.71,61.28,42.67,47.79,62.50,15.00,66.18,19.85,5/1/23,
1041,SZ - 08,,Valeo,Suzuki Chevrolet  Alto,Discos,Embragues,"160mm, 32d",,,0,17.052,19.10,13.30,14.90,19.48,4.68,20.63,6.19,5/1/23,
1042,SZC - 23,,Valeo,Suzuki Chevrolet Alto,Plato,Embragues,,,,0,36.372,40.74,28.37,31.77,41.55,9.97,44.00,13.20,5/1/23,
1043,AMC - 39,,Valeo,"Suzuki Esteem 1.6 , Forsa 2 1.3",Plato,Embragues,190mm,,,0,33.91,37.98,26.45,29.62,38.74,9.30,41.02,12.31,5/1/23,
1044,SZK - 055B,,Valeo,Suzuki Gran Vitara 5P 2.0 1.6,Kit ,Embragues,"225mm, 20d",,,0,118.89,133.16,92.73,103.86,135.82,32.60,143.81,43.14,5/1/23,
1045,SZK - 057B,,Valeo,Suzuki Gran Vitara M16A,Kit ,Embragues,"215mm, 20d",,,0,155.38,174.03,121.20,135.74,177.51,42.60,187.95,56.38,5/1/23,
1046,TY - 55,,Valeo,Suzuki Grand Vitara 2.0,Discos,Embragues,,,,0,31.74,35.55,24.76,27.73,36.26,8.70,38.39,11.52,5/1/23,
1047,SZ - 04,,Valeo,Suzuki Jeep Samurai,Discos,Embragues,"190mm, 20d",,,0,23.48,26.30,18.31,20.51,26.82,6.44,28.40,8.52,5/1/23,
1048,SZC-39,,Valeo,Suzuki S-Cross 1.6,Plato,Embragues,,,,0,47.313,52.99,36.90,41.33,54.05,12.97,57.23,17.17,5/1/23,
1049,SZC - 07,,Valeo,Suzuki Swift 1600,Plato,Embragues,,,,0,36.26,40.61,28.28,31.68,41.42,9.94,43.86,13.16,5/1/23,
1050,KSZ - 11B,,Valeo,Suzuki Vitara G16A -90,Kit ,Embragues,,,,0,63.07,70.64,49.19,55.10,72.05,17.29,76.29,22.89,5/1/23,
1051,KSZ - 01,,Valeo,Suzuky LJ80/F13,Kit ,Embragues,"180mm, 18d",,,0,56.72,63.53,44.24,49.55,64.80,15.55,68.61,20.58,5/1/23,
1052,DWC - 32,,Valeo,"Tacuma 2.0 , Nubira, Leganza, Tracker 1.8, Vectra",Plato,Embragues,225mm,,,0,34.08,38.17,26.58,29.77,38.93,9.34,41.22,12.37,5/1/23,
1053,DW - 30,,Valeo,"Tacuma 2.0/ Vivant, Leganza, Nubira, Tracker 1.8",Discos,Embragues,"225mm, 24d",,,0,48.45,54.26,37.79,42.33,55.35,13.28,58.61,17.58,5/1/23,
1054,TYC - 01,,Valeo,Toyota,Plato,Embragues,,,,0,47.9955,53.75,37.44,41.93,54.83,13.16,58.06,17.42,5/1/23,
1055,TYC - 08,,Valeo,"Toyota 1200, 3K, 4K, Ke62, Ke70",Plato,Embragues,,,,0,29.85,33.43,23.28,26.08,34.10,8.18,36.11,10.83,5/1/23,
1056,TY - 10,,Valeo,Toyota 2F Jeep Land Crusier,Discos,Embragues,"275mm, 10d",,,0,49.12,55.01,38.31,42.91,56.11,13.47,59.42,17.82,5/1/23,
1057,TY - 31,,Valeo,"Toyota 2Y ; 3Y ; RAV4 , 2400, Wingle 2.2 4X2",Discos,Embragues,"236mm, 21d",,,0,29.89,33.48,23.31,26.11,34.15,8.20,36.15,10.85,5/1/23,
1058,TYK - 062B,,Valeo,Toyota 2Y 3Y  Hilux / Hiace,Kit ,Embragues,"225mm, 21d",,,0,94.77,106.14,73.92,82.79,108.27,25.98,114.63,34.39,5/1/23,
1059,TY - 18,,Valeo,Toyota 2Y-3Y- Rava-2400,Discos,Embragues,"236mm, 21d",,,0,26.187,29.33,20.43,22.88,29.92,7.18,31.68,9.50,5/1/23,
1060,TY - 34,,Valeo,Toyota 5R Suzuky Gran Vitara,Discos,Embragues,"225mm, 21d",,,0,31.99,35.83,24.95,27.95,36.55,8.77,38.70,11.61,5/1/23,
1061,TY - 19,,Valeo,Toyota B; 3B,Discos,Embragues,"260mm, 21d",,,0,43.86,49.12,34.21,38.32,50.11,12.03,53.05,15.92,5/1/23,
1062,TYC - 13,,Valeo,Toyota Corolla,Plato,Embragues,,,,0,44.18,49.48,34.46,38.60,50.47,12.11,53.44,16.03,5/1/23,
1063,TY - 51,,Valeo,"Toyota Corolla , Rav 4 , Yaris 1,5",Discos,Embragues,"213mm, 21d",,,0,56.52,63.30,44.09,49.38,64.57,15.50,68.37,20.51,5/1/23,
1064,TYC - 24,,Valeo,"Toyota Corolla , Yaris 1.5 , Rav 4*2",Plato,Embragues,,,,0,48.405,54.21,37.76,42.29,55.30,13.27,58.55,17.57,5/1/23,
1065,TYK - 089B,,Valeo,"Toyota Corolla 1.6 , 1.8 , Rav4  4x2, M4",Kit ,Embragues,"213mm, 21d",,,0,100.6,112.67,78.47,87.88,114.93,27.58,121.69,36.51,5/1/23,
1066,TYK - 220B,,Valeo,"Toyota Corolla 1.6 , 1.8 , Rav4  4x2, M4",Kit ,Embragues,"213mm, 21d",,,0,99.52,111.46,77.63,86.94,113.69,27.29,120.38,36.11,5/1/23,
1067,TYC - 31,,Valeo,Toyota Corolla 2T/3T/12T,Plato,Embragues,,,,0,36.162,40.50,28.21,31.59,41.31,9.91,43.74,13.12,5/1/23,
1068,TYK - 049,,Valeo,Toyota Corolla/Tercel/ Nitro 1.3 ( P/D ),Kit ,Embragues,"200mm, 21d",,,0,84.31,94.43,65.76,73.65,96.32,23.12,101.98,30.59,5/1/23,
1069,TYC - 14,,Valeo,Toyota Corolla/Tercel/ Nitro 1.3 ( P/D ),Plato,Embragues,,,,0,36.4455,40.82,28.43,31.84,41.64,9.99,44.08,13.23,5/1/23,
1070,TYK - 044,,Valeo,Toyota Dyna 14B 89<,Set ,Embragues,"275mm, 21d",,,0,126.44,141.61,98.62,110.46,144.45,34.67,152.94,45.88,5/1/23,
1071,TY - 20,,Valeo,"Toyota Dyna, Coaster",Discos,Embragues,"255mm, 21d",,,0,36.71,41.12,28.63,32.07,41.94,10.07,44.40,13.32,5/1/23,
1072,TY - 04,,Valeo,"Toyota Hilux 1600, 12R",Discos,Embragues,"212mm, 21d",,,0,19.25,21.56,15.02,16.82,21.99,5.28,23.28,6.99,5/1/23,
